data_evento,id_empresa,tipo_evento,pagamento,total_participantes,cobertura,coordenador,valor_faturado,royalties,desconto_contratante,contratante,categoria
2017-02-25,16, Competição Esportiva,SIM,534, Community Chronicle,Natalia Silva,261238.0,39185.7,5224.76,Wright Enterprises,401
2017-02-25,8, Jantar de Gala,SIM,1118, People's Gazette,Geraldo Pereira,197326.0,29598.899999999998,0.0,Coleman Holdings,403
2017-02-25,6, Casamento de Luxo,SIM,158, Local Times,Geraldo Pereira,235017.0,35252.549999999996,0.0,Coleman Holdings,401
2017-02-25,3, Casamento de Luxo,50% PAGO,190,Estadão,Marcelo Mendes,221804.0,33270.6,0.0,Coleman Holdings,403
2017-02-25,5,Festival Cultural,50% PAGO,239, The Information Hub,Vilma Soares,56286.0,8442.9,1125.72,Brown & Co,403
2017-02-25,6, Evento Beneficente,SIM,955, The Information Digest,Natalia Silva,163801.0,24570.149999999998,3276.02,Wilson Industries,400
2017-02-25,15,Conferência Internacional,50% PAGO,1315, The Information Hub,Geraldo Pereira,98796.0,14819.4,1975.92,Martinez Corporation,401
2017-02-25,2, Fórum de Tecnologia,SIM,315, Community Digest,Natalia Silva,175783.0,26367.45,3515.66,Coleman Group,402
2017-02-25,14, Feira Gastronômica,SIM,746, The Update,Natalia Silva,73474.0,11021.1,1469.48,Russell & Co,401
2017-02-25,19,Concerto ao Ar Livre,50% PAGO,340, Media Monitor,Geraldo Pereira,250522.0,37578.299999999996,5010.4400000000005,Clark Corporation,401
2017-02-25,17,Conferência Internacional,50% PAGO,1057, City Pulse,Natalia Silva,106168.0,15925.199999999999,2123.36,Scott Corporation,403
2017-02-25,8,Conferência Internacional,50% PAGO,1253, Trend Watcher,Geraldo Pereira,82097.0,12314.55,1641.94,Foster Corporation,403
2017-02-25,11, Evento Beneficente,NÃO,1203, Media Express,Marcelo Mendes,,0.0,0.0,Não Cadastrado,400
2017-02-25,16,Concerto ao Ar Livre,SIM,162, The City Voice,Marcelo Mendes,130180.0,19527.0,2603.6,Coleman Holdings,401
2017-02-25,14,Congresso Científico,50% PAGO,176, Media Monitor,Marcelo Mendes,127262.0,19089.3,2545.2400000000002,Hall Corporation,401
2017-02-25,17, Encontro de Networking,50% PAGO,1208, City Digest,Geraldo Pereira,102959.0,15443.849999999999,2059.18,Rivera Holdings,403
2017-02-25,15, Evento Beneficente,50% PAGO,1136, The Insightful Gazette,Vilma Soares,72904.0,10935.6,1458.08,Não Informado,400
2017-02-25,15, Evento Beneficente,SIM,755, Media Spotlight,Vilma Soares,299074.0,44861.1,5981.4800000000005,Coleman Holdings,402
2017-02-25,4, Competição Esportiva,SIM,743, News Flash,Natalia Silva,94219.0,14132.85,0.0,Não Informado,402
2017-02-25,13, Evento Beneficente,50% PAGO,130, The Urban Tribune,Geraldo Pereira,299126.0,44868.9,5982.52,Clark Corporation,400
2017-02-25,3,Concerto ao Ar Livre,50% PAGO,1281, Insight Today,Geraldo Pereira,95037.0,14255.55,1900.74,Johnson Enterprises,402
2017-02-25,3,Concerto ao Ar Livre,NÃO,784, Community Chronicle,Natalia Silva,,0.0,0.0,Coleman Holdings,401
2017-02-25,9, Convenção Empresarial,50% PAGO,818, The Informational Herald,Geraldo Pereira,99895.0,14984.25,1997.9,Cook & Sons,402
2017-02-25,6,Workshop de Fotografia,50% PAGO,1022, The Urban Observer,Natalia Silva,78058.0,11708.699999999999,1561.16,Coleman Holdings,403
2017-02-25,10, Feira Gastronômica,50% PAGO,829, Info Stream,Natalia Silva,88459.0,13268.85,1769.18,Turner Corporation,401
2017-02-25,17,Congresso Científico,NÃO,931, City Sun,Marcelo Mendes,,0.0,0.0,Reed Corporation,402
2017-02-25,13, Evento Beneficente,NÃO,722, Media Spotlight,Geraldo Pereira,,0.0,0.0,Coleman Holdings,400
2017-02-25,11, Jantar de Gala,SIM,1211, The News Gazette,Natalia Silva,42575.0,6386.25,0.0,Coleman Holdings,403
2017-02-25,17,Conferência Internacional,SIM,600, News Flash,Vilma Soares,279433.0,41914.95,0.0,Jones Partners,403
2017-02-25,4, Lançamento de Produto,NÃO,409, Info Stream,Marcelo Mendes,,0.0,0.0,Nelson & Sons,402
2017-02-25,15, Convenção Empresarial,50% PAGO,641, Community Chronicle,Marcelo Mendes,94163.0,14124.449999999999,1883.26,Coleman Holdings,403
2017-02-25,8, Casamento de Luxo,SIM,505, The News Gazette,Marcelo Mendes,152631.0,22894.649999999998,0.0,Wright Enterprises,400
2017-02-25,15, Convenção Empresarial,NÃO,428, Insightful Times,Geraldo Pereira,,0.0,0.0,Morris Enterprises,402
2017-02-26,19, Casamento de Luxo,SIM,1050, Local Lens,Geraldo Pereira,207777.0,31166.55,0.0,Não Informado,401
2017-02-26,14, Competição Esportiva,50% PAGO,156,Yahoo,Geraldo Pereira,229711.0,34456.65,4594.22,Brown & Co,403
2017-02-26,15,Concerto ao Ar Livre,SIM,1019, City Digest,Geraldo Pereira,87572.0,13135.8,1751.44,Não Cadastrado,400
2017-02-26,1,Workshop de Fotografia,50% PAGO,79, The Press Agency,Geraldo Pereira,67397.0,10109.55,1347.94,Adams Holdings,403
2017-02-26,17, Convenção Empresarial,50% PAGO,388, City Sun,Natalia Silva,74464.0,11169.6,1489.28,Edwards Group,402
2017-02-26,3, Casamento de Luxo,SIM,73,Yahoo,Geraldo Pereira,295829.0,44374.35,0.0,Hall Corporation,401
2017-02-26,4, Jantar de Gala,SIM,676, Metro Monitor,Geraldo Pereira,291295.0,43694.25,0.0,Não Informado,400
2017-02-26,8, Desfile de Moda,NÃO,241, Media Maven,Natalia Silva,,0.0,0.0,Coleman Holdings,400
2017-03-01,9,Exposição de Arte,50% PAGO,1290, The Information Digest,Vilma Soares,85538.0,12830.699999999999,1710.76,Coleman Holdings,401
2017-03-01,2,Seminário de Desenvolvimento Pessoal,SIM,518, Urban Chronicle,Vilma Soares,247958.0,37193.7,4959.16,Evans Enterprises,400
2017-03-01,4, Evento Beneficente,50% PAGO,89, The Information Hub,Geraldo Pereira,264207.0,39631.049999999996,5284.14,Não Cadastrado,400
2017-03-01,1, Jantar de Gala,50% PAGO,275, Community Digest,Geraldo Pereira,99506.0,14925.9,0.0,Smith Corporation,402
2017-03-01,10,Exposição de Arte,50% PAGO,599, City Newsline,Natalia Silva,105662.0,15849.3,0.0,Evans Enterprises,402
2017-03-01,16, Encontro de Networking,SIM,102, Daily Chronicle,Vilma Soares,190415.0,28562.25,3808.3,Não Cadastrado,403
2017-03-01,5,Exposição de Arte,50% PAGO,135, City Newsline,Natalia Silva,106787.0,16018.05,0.0,Reed Corporation,401
2017-03-01,11, Convenção Empresarial,50% PAGO,133, Urban Herald,Natalia Silva,101757.0,15263.55,2035.14,Coleman Holdings,403
2017-03-01,6,Feira de Negócios,50% PAGO,387, News Flash,Natalia Silva,71798.0,10769.699999999999,0.0,Ross Corporation,400
2017-03-01,17,Gala de Premiação,NÃO,163, The Information Digest,Marcelo Mendes,,0.0,0.0,Hernandez Group,400
2017-03-01,16, Feira Gastronômica,SIM,426, Community Digest,Marcelo Mendes,106529.0,15979.349999999999,2130.58,Coleman Holdings,402
2017-03-01,1, Casamento de Luxo,SIM,1252, Metro Herald,Vilma Soares,31025.0,4653.75,0.0,Rivera Holdings,400
2017-03-01,12, Feira Gastronômica,NÃO,1075, The Daily Bulletin,Marcelo Mendes,,0.0,0.0,Hayes Holdings,402
2017-03-01,10,Concerto ao Ar Livre,NÃO,1126, Info Stream,Natalia Silva,,0.0,0.0,Morris Enterprises,402
2017-03-02,9,Exposição de Arte,50% PAGO,1092, Info Stream,Geraldo Pereira,88364.0,13254.6,1767.28,Walker Partners,403
2017-03-02,4,Festival Cultural,50% PAGO,562, Urban Express,Marcelo Mendes,98743.0,14811.449999999999,1974.8600000000001,Coleman Holdings,402
2017-03-02,10, Casamento de Luxo,50% PAGO,153, Media Spotlight,Natalia Silva,39878.0,5981.7,0.0,Coleman Holdings,403
2017-03-02,20, Feira Gastronômica,50% PAGO,623, The Informational Herald,Natalia Silva,221998.0,33299.7,4439.96,Martinez Corporation,402
2017-03-02,20, Competição Esportiva,SIM,513, Community Digest,Marcelo Mendes,95708.0,14356.199999999999,1914.16,Coleman Holdings,400
2017-03-02,4,Congresso Científico,50% PAGO,166,Rede TV New (site),Geraldo Pereira,95298.0,14294.699999999999,0.0,Coleman Holdings,400
2017-03-02,17, Casamento de Luxo,50% PAGO,672, City Pulse,Geraldo Pereira,259868.0,38980.2,0.0,Cooper Enterprises,402
2017-03-02,7,Festival Cultural,SIM,697, Insight Today,Vilma Soares,82919.0,12437.85,1658.38,Coleman Holdings,403
2017-03-02,15, Show de Comédia,50% PAGO,306, Prime Times,Natalia Silva,251270.0,37690.5,5025.400000000001,Roberts Partners,401
2017-03-02,3,Feira de Negócios,50% PAGO,304, City Scope,Geraldo Pereira,84733.0,12709.949999999999,1694.66,Não Cadastrado,400
2017-03-02,13,Workshop de Fotografia,50% PAGO,615, Media Tracker,Vilma Soares,202556.0,30383.399999999998,4051.12,Coleman Holdings,400
2017-03-02,19, Jantar de Gala,NÃO,794,Rede TV New (site),Natalia Silva,,0.0,0.0,Allen & Co,400
2017-03-02,11,Festival Cultural,SIM,919, Media Matters,Vilma Soares,237185.0,35577.75,4743.7,Phillips & Sons,403
2017-03-02,20, Convenção Empresarial,50% PAGO,1247, Prime Times,Geraldo Pereira,88493.0,13273.949999999999,1769.8600000000001,Gonzalez Group,402
2017-03-02,11,Seminário de Desenvolvimento Pessoal,NÃO,1226, Media Tracker,Vilma Soares,,0.0,0.0,Adams Holdings,403
2017-03-02,10, Lançamento de Produto,SIM,233, Media Monitor,Vilma Soares,281163.0,42174.45,5623.26,Evans Enterprises,400
2017-03-02,20, Evento Beneficente,NÃO,453,Jornal Folha,Vilma Soares,,0.0,0.0,Mitchell Enterprises,403
2017-03-02,17,Congresso Científico,SIM,895, The Daily Report,Vilma Soares,282100.0,42315.0,5642.0,Mitchell Enterprises,402
2017-03-02,15, Fórum de Tecnologia,NÃO,108, Voice of the City,Natalia Silva,,0.0,0.0,Stewart & Co,402
2017-03-02,6, Show de Comédia,SIM,824, Urban Herald,Natalia Silva,187585.0,28137.75,3751.7000000000003,Wilson Industries,400
2017-03-02,4, Convenção Empresarial,50% PAGO,56, Local Times,Marcelo Mendes,219381.0,32907.15,4387.62,Coleman Holdings,403
2017-03-02,14, Lançamento de Produto,50% PAGO,407, The Daily Echo,Marcelo Mendes,153195.0,22979.25,3063.9,Rodriguez & Associates,400
2017-03-02,1, Fórum de Tecnologia,50% PAGO,392, Local Times,Geraldo Pereira,183161.0,27474.149999999998,3663.2200000000003,Taylor Group,403
2017-03-02,9,Concerto ao Ar Livre,NÃO,804, The News Gazette,Geraldo Pereira,,0.0,0.0,Williams Industries,401
2017-03-02,4,Concerto ao Ar Livre,NÃO,112,Jornal Folha,Natalia Silva,,0.0,0.0,Nelson & Sons,402
2017-03-02,8,Concerto ao Ar Livre,50% PAGO,692, The Press Agency,Geraldo Pereira,63667.0,9550.05,1273.34,Walker Partners,402
2017-03-02,3, Lançamento de Produto,SIM,912, Media Spotlight,Vilma Soares,161837.0,24275.55,3236.7400000000002,Morris Enterprises,401
2017-03-02,13, Feira Gastronômica,50% PAGO,109, Trend Watcher,Vilma Soares,109256.0,16388.399999999998,2185.12,Cook & Sons,403
2017-03-02,4,Workshop de Fotografia,50% PAGO,633, Urban Update,Natalia Silva,95934.0,14390.1,1918.68,Evans Enterprises,401
2017-03-02,3,Congresso Científico,NÃO,352,Jornal Folha,Natalia Silva,,0.0,0.0,Nelson Corporation,403
2017-03-02,13,Feira de Negócios,50% PAGO,901, Urban Update,Vilma Soares,215498.0,32324.699999999997,4309.96,Walker Partners,403
2017-03-02,15,Gala de Premiação,50% PAGO,440, Express News,Vilma Soares,89461.0,13419.15,0.0,Coleman Holdings,403
2017-03-02,14, Competição Esportiva,50% PAGO,758,Jornal Folha,Marcelo Mendes,80814.0,12122.1,1616.28,Rogers Group,402
2017-03-02,10, Competição Esportiva,NÃO,399, Insightful Observer,Natalia Silva,,0.0,0.0,Coleman Holdings,401
2017-03-03,15,Festival Cultural,NÃO,272, The Urban Observer,Marcelo Mendes,,0.0,0.0,Sanchez Holdings,402
2017-03-03,6, Competição Esportiva,50% PAGO,1240, The Daily Echo,Marcelo Mendes,60971.0,9145.65,1219.42,Smith Corporation,402
2017-03-03,18,Conferência Internacional,SIM,1167, The Information Hub,Marcelo Mendes,199978.0,29996.699999999997,3999.56,Foster Corporation,401
2017-03-03,15, Desfile de Moda,50% PAGO,823, Media Spotlight,Natalia Silva,89629.0,13444.35,1792.58,Johnson Enterprises,401
2017-03-03,12, Convenção Empresarial,NÃO,993, The Daily Insight,Vilma Soares,,0.0,0.0,Russell & Co,402
2017-03-03,6,Festival Cultural,50% PAGO,936, Media Maven,Marcelo Mendes,107102.0,16065.3,2142.04,Wilson Industries,401
2017-03-03,4, Desfile de Moda,50% PAGO,96, The Information Hub,Geraldo Pereira,257146.0,38571.9,5142.92,Jones Partners,401
2017-03-04,10, Jantar de Gala,50% PAGO,914, Media Tracker,Vilma Soares,103612.0,15541.8,0.0,Johnson Enterprises,403
2017-03-04,16, Evento Beneficente,SIM,240, Media Monitor,Natalia Silva,212053.0,31807.949999999997,4241.06,Nelson Corporation,402
2017-03-04,17, Desfile de Moda,50% PAGO,153, Insightful Times,Vilma Soares,76867.0,11530.05,1537.3400000000001,Brown & Co,403
2017-03-04,11,Workshop de Fotografia,50% PAGO,673, Media Pulse,Natalia Silva,94625.0,14193.75,1892.5,Smith Corporation,400
2017-03-04,12, Fórum de Tecnologia,SIM,806,O Globo,Geraldo Pereira,45072.0,6760.8,901.44,Não Cadastrado,401
2017-03-04,10,Congresso Científico,NÃO,767, The Insightful Gazette,Geraldo Pereira,,0.0,0.0,Gray Enterprises,401
2017-03-04,12,Seminário de Desenvolvimento Pessoal,NÃO,71, City Digest,Marcelo Mendes,,0.0,0.0,Edwards Group,402
2017-03-04,1, Fórum de Tecnologia,50% PAGO,642, The Daily Report,Vilma Soares,47800.0,7170.0,956.0,Cook & Sons,403
2017-03-04,13, Evento Beneficente,SIM,201, Insightful Times,Vilma Soares,70730.0,10609.5,1414.6000000000001,Gonzalez Group,403
2017-03-04,15, Jantar de Gala,50% PAGO,588, Insightful Times,Natalia Silva,91273.0,13690.949999999999,0.0,Walker Partners,400
2017-03-04,12, Convenção Empresarial,SIM,488, Local Lens,Geraldo Pereira,23821.0,3573.15,476.42,Não Cadastrado,401
2017-03-04,6,Concerto ao Ar Livre,50% PAGO,587, The Daily Report,Vilma Soares,27940.0,4191.0,558.8000000000001,Phillips & Sons,401
2017-03-04,4, Casamento de Luxo,SIM,661, News Flash,Geraldo Pereira,72509.0,10876.35,0.0,Não Cadastrado,400
2017-03-04,14, Encontro de Networking,50% PAGO,545, News Hub,Natalia Silva,55337.0,8300.55,0.0,Walker Partners,403
2017-03-05,8,Seminário de Desenvolvimento Pessoal,NÃO,506, The Press Agency,Natalia Silva,,0.0,0.0,Coleman Holdings,403
2017-03-05,18, Encontro de Networking,50% PAGO,1057, Insight Today,Natalia Silva,280497.0,42074.549999999996,5609.9400000000005,Não Cadastrado,401
2017-03-05,7, Lançamento de Produto,NÃO,213, Media Tracker,Geraldo Pereira,,0.0,0.0,Coleman Holdings,403
2017-03-05,13, Encontro de Networking,50% PAGO,503, The Daily Bulletin,Marcelo Mendes,96165.0,14424.75,1923.3,Hayes Holdings,400
2017-03-05,19,Feira de Negócios,50% PAGO,189, Metro Monitor,Marcelo Mendes,260413.0,39061.95,5208.26,Rodriguez Group,402
2017-03-05,7,Exposição de Arte,50% PAGO,1266, Metro Monitor,Marcelo Mendes,101527.0,15229.05,2030.54,Reed Corporation,402
2017-03-05,16, Show de Comédia,50% PAGO,394, Daily Chronicle,Vilma Soares,83490.0,12523.5,1669.8,Coleman Holdings,403
2017-03-05,19,Conferência Internacional,50% PAGO,467, Urban Herald,Marcelo Mendes,106742.0,16011.3,2134.84,Rivera Holdings,401
2017-03-05,18,Feira de Negócios,50% PAGO,475, City Digest,Vilma Soares,88859.0,13328.85,1777.18,Garcia Enterprises,401
2017-03-05,16,Conferência Internacional,50% PAGO,1226, Local Lens,Geraldo Pereira,137725.0,20658.75,2754.5,Rodriguez Group,401
2017-03-06,2,Gala de Premiação,SIM,942, Media Matters,Marcelo Mendes,83745.0,12561.75,0.0,Clark Corporation,400
2017-03-06,1, Casamento de Luxo,50% PAGO,971, City Digest,Natalia Silva,192129.0,28819.35,0.0,Young Holdings,400
2017-03-06,6, Casamento de Luxo,50% PAGO,852, Global News Network,Vilma Soares,96053.0,14407.949999999999,0.0,Coleman Holdings,402
2017-03-06,19,Seminário de Desenvolvimento Pessoal,NÃO,618, Insight Today,Marcelo Mendes,,0.0,0.0,Adams Holdings,400
2017-03-06,4,Festival Cultural,50% PAGO,290, The Urban Tribune,Natalia Silva,83745.0,12561.75,1674.9,Morgan Holdings,402
2017-03-06,11, Evento Beneficente,NÃO,858, Global News Network,Natalia Silva,,0.0,0.0,Coleman Holdings,403
2017-03-06,2, Show de Comédia,SIM,1232, The Informational Herald,Vilma Soares,91528.0,13729.199999999999,1830.56,Perry Group,402
2017-03-06,6, Desfile de Moda,50% PAGO,88, The Insightful Gazette,Geraldo Pereira,181961.0,27294.149999999998,3639.2200000000003,Bailey & Co,403
2017-03-06,8,Congresso Científico,SIM,184, City Pulse,Natalia Silva,63955.0,9593.25,1279.1000000000001,Coleman Group,400
2017-03-06,13, Encontro de Networking,50% PAGO,641, The Press Agency,Vilma Soares,158044.0,23706.6,3160.88,Collins Corporation,400
2017-03-06,15, Evento Beneficente,50% PAGO,897, Insightful Observer,Vilma Soares,58662.0,8799.3,1173.24,Foster Corporation,403
2017-03-06,11,Festival Cultural,50% PAGO,1299, Trend Watcher,Marcelo Mendes,25786.0,3867.8999999999996,515.72,Não Informado,400
2017-03-06,3, Fórum de Tecnologia,SIM,255, The Urban Express,Vilma Soares,117397.0,17609.55,2347.94,Coleman Group,403
2017-03-06,16, Fórum de Tecnologia,SIM,146, The Informational Herald,Marcelo Mendes,200440.0,30066.0,4008.8,Wilson Industries,401
2017-03-06,4,Seminário de Desenvolvimento Pessoal,SIM,1161, Express News,Geraldo Pereira,271394.0,40709.1,0.0,Perry Group,400
2017-03-06,9, Fórum de Tecnologia,50% PAGO,794, Metro Herald,Marcelo Mendes,56067.0,8410.05,1121.34,Ross Corporation,401
2017-03-06,1, Fórum de Tecnologia,NÃO,98, The Update,Natalia Silva,,0.0,0.0,Anderson & Sons,402
2017-03-20,10, Desfile de Moda,SIM,731, Local Times,Geraldo Pereira,54865.0,8229.75,1097.3,Gonzalez Group,401
2017-03-20,13, Evento Beneficente,50% PAGO,652, Prime Times,Marcelo Mendes,110770.0,16615.5,2215.4,Perez Holdings,403
2017-03-20,11,Conferência Internacional,50% PAGO,1309, Voice of the City,Marcelo Mendes,159352.0,23902.8,3187.04,Sanchez Holdings,400
2017-05-01,18,Festival Cultural,SIM,57, Urban Chronicle,Marcelo Mendes,197207.0,29581.05,3944.14,Edwards Group,401
2017-05-01,17, Competição Esportiva,50% PAGO,163, City Newsline,Geraldo Pereira,60828.0,9124.199999999999,0.0,Morris Enterprises,400
2017-05-01,6,Festival Cultural,NÃO,868, People's Gazette,Geraldo Pereira,,0.0,0.0,Rogers Group,402
2017-05-01,18, Encontro de Networking,50% PAGO,760, City Scope,Geraldo Pereira,68529.0,10279.35,1370.58,Coleman Holdings,400
2017-05-01,4, Lançamento de Produto,SIM,177, City Buzz,Geraldo Pereira,218331.0,32749.649999999998,4366.62,Não Informado,403
2017-05-01,8, Desfile de Moda,50% PAGO,1008, Media Express,Vilma Soares,280406.0,42060.9,5608.12,Não Cadastrado,402
2017-05-01,12, Jantar de Gala,50% PAGO,440, Media Monitor,Marcelo Mendes,119833.0,17974.95,0.0,Bennett Holdings,400
2017-05-01,4, Lançamento de Produto,NÃO,1017, Media Monitor,Natalia Silva,,0.0,0.0,Green & Co,402
2017-05-02,9, Desfile de Moda,NÃO,423, The Daily Bulletin,Geraldo Pereira,,0.0,0.0,Coleman Holdings,400
2017-05-02,3,Gala de Premiação,50% PAGO,243, City Scope,Geraldo Pereira,225555.0,33833.25,0.0,Coleman Holdings,402
2017-05-02,13,Conferência Internacional,50% PAGO,592, Metro Tribune,Vilma Soares,174767.0,26215.05,3495.34,Turner Corporation,402
2017-05-02,16, Lançamento de Produto,50% PAGO,175, The Urban Observer,Vilma Soares,216492.0,32473.8,4329.84,Coleman Holdings,402
2017-05-02,16,Concerto ao Ar Livre,50% PAGO,1205, Media Express,Geraldo Pereira,100571.0,15085.65,2011.42,Hall Corporation,400
2017-05-02,3, Casamento de Luxo,50% PAGO,148, The Daily Report,Natalia Silva,74319.0,11147.85,0.0,Brown & Co,403
2017-05-02,18, Jantar de Gala,50% PAGO,144, City Sun,Marcelo Mendes,93429.0,14014.35,0.0,Martinez Corporation,400
2017-05-02,10,Feira de Negócios,50% PAGO,576, Insightful Observer,Vilma Soares,90279.0,13541.85,1805.58,Não Cadastrado,403
2017-05-02,2,Exposição de Arte,NÃO,292, Insight Today,Vilma Soares,,0.0,0.0,Nelson Corporation,403
2017-05-03,1, Jantar de Gala,50% PAGO,1240, Insightful Times,Geraldo Pereira,193673.0,29050.95,0.0,Coleman Holdings,401
2017-05-03,13, Casamento de Luxo,NÃO,788, The Press Agency,Geraldo Pereira,,0.0,0.0,Sanchez Holdings,403
2017-05-03,15, Casamento de Luxo,SIM,156, The Update,Marcelo Mendes,20629.0,3094.35,0.0,Não Informado,403
2017-05-03,10,Exposição de Arte,SIM,916, Media Pulse,Natalia Silva,220330.0,33049.5,4406.6,Adams Holdings,403
2017-05-03,14, Competição Esportiva,NÃO,330, The Insightful Gazette,Natalia Silva,,0.0,0.0,Hall Corporation,401
2017-05-03,2,Feira de Negócios,SIM,636, The Insightful Gazette,Natalia Silva,188012.0,28201.8,3760.2400000000002,Morris Enterprises,400
2017-05-03,5, Casamento de Luxo,SIM,913, Media Spotlight,Marcelo Mendes,75801.0,11370.15,0.0,Não Cadastrado,403
2017-05-03,7, Show de Comédia,50% PAGO,159,Yahoo,Vilma Soares,156056.0,23408.399999999998,3121.12,Coleman Holdings,400
2017-05-03,16,Congresso Científico,SIM,1245, The Urban Express,Natalia Silva,291931.0,43789.65,5838.62,Hayes Holdings,402
2017-05-03,9,Conferência Internacional,SIM,701, City Digest,Vilma Soares,70717.0,10607.55,1414.34,Walker Partners,400
2017-05-03,2,Festival Cultural,NÃO,582, Media Tracker,Marcelo Mendes,,0.0,0.0,Russell & Co,400
2017-05-03,16,Congresso Científico,SIM,410, Trend Watcher,Vilma Soares,143083.0,21462.45,2861.66,Coleman Group,400
2017-05-03,7, Encontro de Networking,SIM,363, News Beat,Natalia Silva,21030.0,3154.5,0.0,Phillips & Sons,400
2017-05-03,10, Casamento de Luxo,NÃO,284, Local Times,Geraldo Pereira,,0.0,0.0,Rodriguez & Associates,400
2017-05-03,5, Casamento de Luxo,SIM,189, City Buzz,Geraldo Pereira,140609.0,21091.35,0.0,Ortiz Enterprises,400
2017-05-03,19,Seminário de Desenvolvimento Pessoal,NÃO,1071, The News Gazette,Vilma Soares,,0.0,0.0,Green & Co,403
2017-05-03,11, Convenção Empresarial,SIM,419, City Pulse,Geraldo Pereira,246440.0,36966.0,4928.8,Hayes Holdings,400
2017-05-04,14, Show de Comédia,50% PAGO,585, Insight Today,Natalia Silva,84344.0,12651.6,1686.88,Perez Holdings,403
2017-05-04,3,Concerto ao Ar Livre,50% PAGO,772, The Daily Echo,Vilma Soares,110520.0,16578.0,2210.4,Scott Corporation,403
2017-05-04,14,Festival Cultural,50% PAGO,691,Veja,Geraldo Pereira,69774.0,10466.1,1395.48,Anderson & Sons,403
2017-05-04,2, Feira Gastronômica,NÃO,979, The Urban Tribune,Natalia Silva,,0.0,0.0,Morgan Holdings,402
2017-05-04,8,Workshop de Fotografia,50% PAGO,1170, Express News,Vilma Soares,30942.0,4641.3,0.0,Jones Partners,400
2017-05-04,16, Feira Gastronômica,NÃO,1059, The News Gazette,Vilma Soares,,0.0,0.0,Jones Partners,401
2017-05-04,8,Exposição de Arte,50% PAGO,197, Media Maven,Vilma Soares,95618.0,14342.699999999999,1912.3600000000001,Thomas Holdings,401
2017-05-04,20,Seminário de Desenvolvimento Pessoal,50% PAGO,73, Metro Monitor,Geraldo Pereira,80506.0,12075.9,1610.1200000000001,Coleman Holdings,401
2017-05-04,16, Encontro de Networking,50% PAGO,607, The City Voice,Natalia Silva,90092.0,13513.8,1801.8400000000001,Bennett Holdings,400
2017-05-04,15,Feira de Negócios,NÃO,852, Trend Watcher,Natalia Silva,,0.0,0.0,Coleman Group,402
2017-05-04,19, Show de Comédia,50% PAGO,309, Newsline Journal,Marcelo Mendes,72486.0,10872.9,0.0,Coleman Holdings,402
2017-05-04,20, Desfile de Moda,SIM,183, Newsline Journal,Vilma Soares,106752.0,16012.8,0.0,Perry Group,400
2017-05-04,3, Feira Gastronômica,50% PAGO,619, Community Chronicle,Vilma Soares,211942.0,31791.3,4238.84,Collins Corporation,402
2017-05-04,2, Feira Gastronômica,50% PAGO,549, The Urban Observer,Geraldo Pereira,79223.0,11883.449999999999,1584.46,Não Cadastrado,401
2017-05-04,5, Fórum de Tecnologia,SIM,853, Local Times,Vilma Soares,134796.0,20219.399999999998,2695.92,Mitchell Enterprises,403
2017-05-04,18,Seminário de Desenvolvimento Pessoal,NÃO,1036, City Pulse,Marcelo Mendes,,0.0,0.0,Thomas Holdings,402
2017-05-04,5, Encontro de Networking,50% PAGO,831, The Daily Insight,Marcelo Mendes,100081.0,15012.15,2001.6200000000001,Coleman Holdings,401
2017-05-04,10,Workshop de Fotografia,50% PAGO,930, Newsline Journal,Natalia Silva,279658.0,41948.7,0.0,Hall Corporation,403
2017-05-04,6,Gala de Premiação,NÃO,539, Media Express,Geraldo Pereira,,0.0,0.0,Hayes Holdings,401
2017-05-04,8, Lançamento de Produto,50% PAGO,479, The Press Agency,Natalia Silva,62427.0,9364.05,1248.54,Reed Corporation,401
2017-05-04,5,Festival Cultural,50% PAGO,1299, City News Now,Marcelo Mendes,109181.0,16377.15,0.0,Thomas Holdings,400
2017-05-04,15, Show de Comédia,50% PAGO,1254, The Insightful Gazette,Vilma Soares,50426.0,7563.9,1008.52,Williams Industries,400
2017-05-04,18,Congresso Científico,50% PAGO,247, City Buzz,Geraldo Pereira,74752.0,11212.8,1495.04,Garcia Enterprises,401
2017-05-04,2,Exposição de Arte,50% PAGO,1255, Community Digest,Marcelo Mendes,99364.0,14904.599999999999,1987.28,Green & Co,400
2017-05-04,16, Desfile de Moda,NÃO,1095, Urban Express,Natalia Silva,,0.0,0.0,Nelson Corporation,402
2017-05-05,2, Jantar de Gala,NÃO,160, Express News,Marcelo Mendes,,0.0,0.0,Coleman Holdings,403
2017-05-05,2,Concerto ao Ar Livre,SIM,250, Urban Herald,Vilma Soares,274472.0,41170.799999999996,5489.4400000000005,Coleman Holdings,400
2017-05-05,7, Encontro de Networking,NÃO,532,Veja,Vilma Soares,,0.0,0.0,Coleman Holdings,401
2017-05-05,18,Seminário de Desenvolvimento Pessoal,50% PAGO,66, News Flash,Vilma Soares,81889.0,12283.35,0.0,Taylor Group,401
2017-05-05,20, Fórum de Tecnologia,50% PAGO,872, News Hub,Geraldo Pereira,61708.0,9256.199999999999,0.0,Davis Holdings,400
2017-05-05,15,Festival Cultural,50% PAGO,1315, Urban Herald,Vilma Soares,82061.0,12309.15,1641.22,Coleman Group,403
2017-05-05,13,Exposição de Arte,50% PAGO,828, News Wave,Marcelo Mendes,83225.0,12483.75,0.0,Não Cadastrado,400
