DATA;ESTADOS;UF;TOTAL DE ACESSOS;PERIODO_DE_ACESSOS;QTDE_SEGMENTOS_ESTADOS;TIPO_DE_CONTA;VALOR
15/01/2023;Paraíba;PB;9592;Manhã;Ação;PLANO PREMIUM; R$ 37,90 
26/01/2023;Mato Grosso do Sul;MS;8833;Manhã;Terror;PLANO PREMIUM; R$ 37,90 
12/02/2023;Bahia;BA;822;Tarde;Anime;PLANO PREMIUM; R$ 37,90 
15/03/2023;Bahia;BA;5765;Tarde;Comédia;PLANO BASICO; R$ 19,90 
07/01/2023;Rio Grande do Sul;RS;2052;Tarde;Comédia;PLANO PADRAO; R$ 27,90 
28/02/2023;Bahia;BA;435;Manhã;Romance;PLANO PADRAO; R$ 27,90 
22/01/2023;Maranhão;MA;4733;Noite;Misterio;PLANO BASICO; R$ 19,90 
16/02/2023;Distrito Federal;DF;9044;Noite;Teen;PLANO PREMIUM; R$ 37,90 
28/02/2023;Bahia;BA;8358;Tarde;Novelas;PLANO PADRAO; R$ 27,90 
26/02/2023;Ceará;CE;4279;Noite;Reality e Talks;PLANO PREMIUM; R$ 37,90 
21/03/2023;Sergipe;SE;2565;Noite;Terror;PLANO PREMIUM; R$ 37,90 
24/02/2023;Roraima;RR;7085;Noite;Asiaticos;PLANO PREMIUM; R$ 37,90 
17/03/2023;Ceará;CE;2933;Madrugada;Ação;PLANO PADRAO; R$ 27,90 
24/03/2023;Sergipe;SE;1172;Tarde;Ação;PLANO PREMIUM; R$ 37,90 
07/01/2023;Goiás;GO;3772;Tarde;Teen;PLANO BASICO; R$ 19,90 
14/03/2023;Amazonas;AM;2052;Madrugada;Series e Documentarios;PLANO PADRAO; R$ 27,90 
10/03/2023;Bahia;BA;7860;Tarde;Novelas;PLANO BASICO; R$ 19,90 
11/01/2023;Distrito Federal;DF;1266;Tarde;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
07/03/2023;Amapá;AP;9482;Manhã;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
31/03/2023;Paraná;PR;6930;Manhã;Para Crianças;PLANO PREMIUM; R$ 37,90 
21/02/2023;Goiás;GO;9790;Noite;Anime;PLANO BASICO; R$ 19,90 
08/03/2023;Maranhão;MA;5783;Tarde;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
22/02/2023;Paraíba;PB;421;Madrugada;Para Crianças;PLANO BASICO; R$ 19,90 
24/01/2023;Espírito Santo;ES;8664;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
04/01/2023;Goiás;GO;3336;Noite;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
03/02/2023;Maranhão;MA;3173;Madrugada;Anime;PLANO BASICO; R$ 19,90 
28/02/2023;Pará;PA;8671;Madrugada;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
22/02/2023;Ceará;CE;410;Noite;Novelas;PLANO BASICO; R$ 19,90 
09/02/2023;Rio Grande do Norte;RN;8794;Noite;Para Crianças;PLANO PREMIUM; R$ 37,90 
05/02/2023;Rondônia;RO;3350;Tarde;Teen;PLANO PREMIUM; R$ 37,90 
19/03/2023;São Paulo;SP;7704;Noite;EUA;PLANO PADRAO; R$ 27,90 
15/01/2023;Mato Grosso do Sul;MS;1750;Madrugada;EUA;PLANO BASICO; R$ 19,90 
31/03/2023;Espírito Santo;ES;1780;Noite;Asiaticos;PLANO PREMIUM; R$ 37,90 
08/02/2023;Paraíba;PB;1494;Madrugada;Romance;PLANO BASICO; R$ 19,90 
04/03/2023;Rio de Janeiro;RJ;4095;Manhã;Terror;PLANO BASICO; R$ 19,90 
20/02/2023;Espírito Santo;ES;3283;Tarde;Braliseiros;PLANO BASICO; R$ 19,90 
15/03/2023;Tocantins;TO;6372;Madrugada;Asiaticos;PLANO BASICO; R$ 19,90 
29/01/2023;Bahia;BA;7327;Tarde;Esporte;PLANO BASICO; R$ 19,90 
15/01/2023;Rio Grande do Norte;RN;3419;Madrugada;Drama;PLANO BASICO; R$ 19,90 
12/03/2023;Mato Grosso do Sul;MS;1679;Manhã;EUA;PLANO BASICO; R$ 19,90 
11/02/2023;Rio de Janeiro;RJ;1257;Madrugada;Politica;PLANO PADRAO; R$ 27,90 
02/02/2023;Rio de Janeiro;RJ;9220;Noite;Reality e Talks;PLANO PADRAO; R$ 27,90 
23/03/2023;Maranhão;MA;2152;Madrugada;Braliseiros;PLANO BASICO; R$ 19,90 
15/01/2023;Santa Catarina;SC;4365;Tarde;Novelas;PLANO PREMIUM; R$ 37,90 
30/03/2023;Espírito Santo;ES;1025;Madrugada;Novelas;PLANO PADRAO; R$ 27,90 
31/03/2023;Distrito Federal;DF;3564;Madrugada;Esporte;PLANO BASICO; R$ 19,90 
18/02/2023;Pará;PA;3640;Madrugada;Misterio;PLANO BASICO; R$ 19,90 
08/01/2023;Maranhão;MA;7532;Noite;Series e Documentarios;PLANO PREMIUM; R$ 37,90 
06/03/2023;Tocantins;TO;7364;Tarde;Esporte;PLANO PADRAO; R$ 27,90 
25/03/2023;Paraná;PR;7292;Noite;Politica;PLANO BASICO; R$ 19,90 
21/01/2023;Ceará;CE;6860;Manhã;Drama;PLANO PREMIUM; R$ 37,90 
09/01/2023;Goiás;GO;8278;Tarde;Esporte;PLANO PADRAO; R$ 27,90 
04/01/2023;Roraima;RR;6254;Manhã;Reality e Talks;PLANO BASICO; R$ 19,90 
20/03/2023;Piauí;PI;2570;Tarde;Drama;PLANO BASICO; R$ 19,90 
06/02/2023;Paraná;PR;6260;Noite;Comédia;PLANO PADRAO; R$ 27,90 
07/02/2023;Mato Grosso do Sul;MS;4307;Manhã;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
22/01/2023;Rondônia;RO;8081;Madrugada;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
30/01/2023;Pernambuco;PE;1653;Noite;Esporte;PLANO PREMIUM; R$ 37,90 
29/03/2023;Roraima;RR;1283;Manhã;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
04/03/2023;Ceará;CE;9797;Tarde;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
08/01/2023;Mato Grosso do Sul;MS;2844;Madrugada;Anime;PLANO PREMIUM; R$ 37,90 
18/02/2023;Rondônia;RO;4567;Manhã;Esporte;PLANO PADRAO; R$ 27,90 
03/03/2023;Distrito Federal;DF;1482;Madrugada;Ação;PLANO PADRAO; R$ 27,90 
07/01/2023;Espírito Santo;ES;8867;Manhã;Para Crianças;PLANO PADRAO; R$ 27,90 
10/03/2023;Pernambuco;PE;2957;Noite;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
01/03/2023;Alagoas;AL;2541;Tarde;Drama;PLANO PREMIUM; R$ 37,90 
20/03/2023;Rondônia;RO;8941;Noite;Misterio;PLANO BASICO; R$ 19,90 
03/03/2023;Goiás;GO;5400;Manhã;Politica;PLANO PREMIUM; R$ 37,90 
02/03/2023;Paraíba;PB;5730;Manhã;Novelas;PLANO BASICO; R$ 19,90 
13/02/2023;Paraíba;PB;2282;Noite;Novelas;PLANO PADRAO; R$ 27,90 
07/01/2023;Rio de Janeiro;RJ;4160;Madrugada;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
23/02/2023;Tocantins;TO;9701;Manhã;Asiaticos;PLANO PREMIUM; R$ 37,90 
03/03/2023;Distrito Federal;DF;2161;Madrugada;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
08/03/2023;Santa Catarina;SC;562;Manhã;Asiaticos;PLANO PADRAO; R$ 27,90 
01/03/2023;Alagoas;AL;3554;Tarde;Ação;PLANO PREMIUM; R$ 37,90 
10/02/2023;Ceará;CE;695;Tarde;Misterio;PLANO BASICO; R$ 19,90 
25/01/2023;Minas Gerais;MG;8755;Noite;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
17/02/2023;São Paulo;SP;7975;Noite;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
23/02/2023;Alagoas;AL;5261;Noite;Comédia;PLANO PADRAO; R$ 27,90 
16/02/2023;Roraima;RR;2217;Noite;Ação;PLANO PREMIUM; R$ 37,90 
09/03/2023;São Paulo;SP;7591;Madrugada;Anime;PLANO PADRAO; R$ 27,90 
01/03/2023;São Paulo;SP;862;Manhã;Ficção Cientifica e fantasia;PLANO PADRAO; R$ 27,90 
17/01/2023;Rio Grande do Norte;RN;6520;Manhã;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
07/03/2023;Ceará;CE;4986;Madrugada;Reality e Talks;PLANO BASICO; R$ 19,90 
25/03/2023;Alagoas;AL;1860;Manhã;Misterio;PLANO PREMIUM; R$ 37,90 
16/03/2023;Rio de Janeiro;RJ;8058;Tarde;Comédia;PLANO BASICO; R$ 19,90 
03/03/2023;Roraima;RR;8301;Noite;Series e Documentarios;PLANO PADRAO; R$ 27,90 
11/01/2023;Santa Catarina;SC;9444;Tarde;Teen;PLANO PADRAO; R$ 27,90 
22/03/2023;Pará;PA;964;Manhã;Asiaticos;PLANO PADRAO; R$ 27,90 
06/03/2023;Goiás;GO;1638;Noite;Braliseiros;PLANO BASICO; R$ 19,90 
20/03/2023;Rio de Janeiro;RJ;7961;Manhã;Reality e Talks;PLANO PADRAO; R$ 27,90 
02/01/2023;Ceará;CE;5968;Noite;Drama;PLANO PREMIUM; R$ 37,90 
18/01/2023;Santa Catarina;SC;2958;Manhã;Anime;PLANO PREMIUM; R$ 37,90 
01/02/2023;Alagoas;AL;6938;Noite;Ação;PLANO PADRAO; R$ 27,90 
20/02/2023;Paraná;PR;3169;Manhã;Ação;PLANO BASICO; R$ 19,90 
29/03/2023;Distrito Federal;DF;7098;Manhã;Ação;PLANO PREMIUM; R$ 37,90 
09/02/2023;Piauí;PI;3170;Noite;Comédia;PLANO BASICO; R$ 19,90 
08/01/2023;Mato Grosso;MT;4571;Noite;Ação;PLANO PREMIUM; R$ 37,90 
23/03/2023;Amazonas;AM;4852;Noite;Ficção Cientifica e fantasia;PLANO PADRAO; R$ 27,90 
26/01/2023;Espírito Santo;ES;711;Manhã;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
20/02/2023;Minas Gerais;MG;1904;Manhã;Para Crianças;PLANO PADRAO; R$ 27,90 
21/01/2023;Ceará;CE;1473;Manhã;Comédia;PLANO PADRAO; R$ 27,90 
31/01/2023;Piauí;PI;5258;Tarde;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
31/03/2023;Sergipe;SE;6198;Manhã;Novelas;PLANO PREMIUM; R$ 37,90 
20/03/2023;Maranhão;MA;1698;Noite;Braliseiros;PLANO BASICO; R$ 19,90 
10/03/2023;Acre;AC;8089;Madrugada;Teen;PLANO BASICO; R$ 19,90 
21/02/2023;Mato Grosso do Sul;MS;2873;Noite;Esporte;PLANO BASICO; R$ 19,90 
28/01/2023;Mato Grosso do Sul;MS;7331;Manhã;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
02/01/2023;Acre;AC;3010;Noite;Braliseiros;PLANO PREMIUM; R$ 37,90 
27/01/2023;Goiás;GO;4685;Noite;Reality e Talks;PLANO PREMIUM; R$ 37,90 
26/03/2023;Maranhão;MA;9158;Manhã;Para Crianças;PLANO BASICO; R$ 19,90 
09/01/2023;Rio Grande do Norte;RN;6033;Madrugada;Reality e Talks;PLANO PADRAO; R$ 27,90 
10/03/2023;Maranhão;MA;3756;Madrugada;Ficção Cientifica e fantasia;PLANO PADRAO; R$ 27,90 
08/03/2023;Paraná;PR;9137;Manhã;Esporte;PLANO PADRAO; R$ 27,90 
26/02/2023;Pernambuco;PE;2167;Noite;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
26/01/2023;Pará;PA;1181;Tarde;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
16/02/2023;Acre;AC;9153;Tarde;Romance;PLANO PADRAO; R$ 27,90 
05/03/2023;Mato Grosso do Sul;MS;4490;Noite;Teen;PLANO BASICO; R$ 19,90 
23/02/2023;Piauí;PI;888;Manhã;Comédia;PLANO PADRAO; R$ 27,90 
14/01/2023;Distrito Federal;DF;7017;Manhã;Para Crianças;PLANO PADRAO; R$ 27,90 
05/03/2023;Santa Catarina;SC;7957;Noite;Para Crianças;PLANO BASICO; R$ 19,90 
12/01/2023;Mato Grosso do Sul;MS;998;Manhã;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
29/03/2023;Acre;AC;4572;Manhã;Anime;PLANO PADRAO; R$ 27,90 
30/01/2023;Mato Grosso;MT;1023;Noite;Para Crianças;PLANO PREMIUM; R$ 37,90 
11/01/2023;Paraná;PR;5046;Tarde;Romance;PLANO PADRAO; R$ 27,90 
14/01/2023;Bahia;BA;1429;Noite;Comédia;PLANO BASICO; R$ 19,90 
12/02/2023;Sergipe;SE;8839;Noite;Politica;PLANO BASICO; R$ 19,90 
06/03/2023;Espírito Santo;ES;2850;Noite;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
21/01/2023;Goiás;GO;3642;Tarde;Ação;PLANO PREMIUM; R$ 37,90 
28/01/2023;Ceará;CE;8291;Madrugada;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
12/01/2023;Maranhão;MA;2118;Manhã;Esporte;PLANO PADRAO; R$ 27,90 
14/03/2023;Goiás;GO;5520;Madrugada;Romance;PLANO PREMIUM; R$ 37,90 
08/01/2023;Alagoas;AL;6733;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
09/02/2023;Roraima;RR;797;Madrugada;Braliseiros;PLANO PADRAO; R$ 27,90 
02/02/2023;Goiás;GO;7141;Madrugada;Braliseiros;PLANO PREMIUM; R$ 37,90 
27/02/2023;São Paulo;SP;3779;Tarde;Romance;PLANO PADRAO; R$ 27,90 
25/03/2023;Piauí;PI;9080;Madrugada;Novelas;PLANO PREMIUM; R$ 37,90 
31/01/2023;Paraíba;PB;9084;Manhã;Ação;PLANO BASICO; R$ 19,90 
06/03/2023;Sergipe;SE;4027;Madrugada;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
26/01/2023;Ceará;CE;7778;Madrugada;Teen;PLANO PADRAO; R$ 27,90 
03/03/2023;Mato Grosso do Sul;MS;3740;Noite;Braliseiros;PLANO BASICO; R$ 19,90 
01/02/2023;São Paulo;SP;2084;Noite;Ação;PLANO BASICO; R$ 19,90 
19/03/2023;Ceará;CE;802;Tarde;Novelas;PLANO PADRAO; R$ 27,90 
22/02/2023;Amazonas;AM;8098;Manhã;Series e Documentarios;PLANO PREMIUM; R$ 37,90 
14/03/2023;Rio Grande do Norte;RN;3778;Manhã;Terror;PLANO BASICO; R$ 19,90 
20/02/2023;Amapá;AP;6261;Manhã;Comédia;PLANO PREMIUM; R$ 37,90 
05/02/2023;Paraná;PR;8393;Madrugada;Anime;PLANO PREMIUM; R$ 37,90 
22/01/2023;Acre;AC;2085;Madrugada;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
26/01/2023;Bahia;BA;7936;Madrugada;Anime;PLANO PADRAO; R$ 27,90 
04/03/2023;Rio de Janeiro;RJ;6853;Noite;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
22/03/2023;Espírito Santo;ES;8081;Madrugada;Politica;PLANO PADRAO; R$ 27,90 
16/01/2023;Acre;AC;1807;Tarde;Ação;PLANO BASICO; R$ 19,90 
31/01/2023;Mato Grosso;MT;1598;Tarde;Asiaticos;PLANO PADRAO; R$ 27,90 
26/01/2023;Distrito Federal;DF;9377;Manhã;Terror;PLANO PADRAO; R$ 27,90 
18/01/2023;Minas Gerais;MG;9449;Madrugada;Novelas;PLANO PADRAO; R$ 27,90 
11/02/2023;Roraima;RR;3427;Madrugada;Esporte;PLANO PADRAO; R$ 27,90 
10/03/2023;Rio Grande do Norte;RN;1428;Manhã;Series e Documentarios;PLANO PREMIUM; R$ 37,90 
03/03/2023;Goiás;GO;2379;Madrugada;Terror;PLANO PREMIUM; R$ 37,90 
09/01/2023;Rio Grande do Norte;RN;8651;Manhã;Anime;PLANO PREMIUM; R$ 37,90 
17/01/2023;Paraíba;PB;4680;Noite;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
11/03/2023;Minas Gerais;MG;4982;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
22/01/2023;Pará;PA;4072;Madrugada;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
11/03/2023;Rio Grande do Norte;RN;7648;Madrugada;Comédia;PLANO PADRAO; R$ 27,90 
07/01/2023;Piauí;PI;5872;Manhã;Esporte;PLANO PADRAO; R$ 27,90 
28/02/2023;Alagoas;AL;4888;Manhã;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
19/02/2023;Roraima;RR;9511;Tarde;EUA;PLANO PADRAO; R$ 27,90 
24/01/2023;Maranhão;MA;1922;Madrugada;Novelas;PLANO PADRAO; R$ 27,90 
02/01/2023;Mato Grosso do Sul;MS;1549;Tarde;Drama;PLANO PADRAO; R$ 27,90 
26/02/2023;Distrito Federal;DF;774;Madrugada;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
01/02/2023;Santa Catarina;SC;2831;Madrugada;Misterio;PLANO PREMIUM; R$ 37,90 
25/01/2023;Pará;PA;3626;Noite;Misterio;PLANO PADRAO; R$ 27,90 
26/01/2023;Bahia;BA;2863;Tarde;Comédia;PLANO PADRAO; R$ 27,90 
31/03/2023;Roraima;RR;2027;Noite;Reality e Talks;PLANO PREMIUM; R$ 37,90 
12/01/2023;Paraná;PR;3917;Tarde;Series e Documentarios;PLANO PADRAO; R$ 27,90 
23/02/2023;Roraima;RR;8468;Manhã;Series e Documentarios;PLANO PADRAO; R$ 27,90 
08/03/2023;Paraná;PR;2794;Manhã;Anime;PLANO PREMIUM; R$ 37,90 
13/03/2023;Mato Grosso do Sul;MS;3325;Noite;Comédia;PLANO PREMIUM; R$ 37,90 
27/02/2023;Acre;AC;8082;Madrugada;Novelas;PLANO PADRAO; R$ 27,90 
10/03/2023;Amazonas;AM;8709;Noite;Misterio;PLANO BASICO; R$ 19,90 
16/02/2023;Espírito Santo;ES;3324;Tarde;Teen;PLANO BASICO; R$ 19,90 
05/01/2023;São Paulo;SP;2483;Madrugada;Braliseiros;PLANO PREMIUM; R$ 37,90 
27/01/2023;Paraíba;PB;4835;Manhã;Misterio;PLANO BASICO; R$ 19,90 
01/01/2023;Mato Grosso;MT;7580;Manhã;EUA;PLANO PREMIUM; R$ 37,90 
26/01/2023;Distrito Federal;DF;3493;Tarde;Teen;PLANO PREMIUM; R$ 37,90 
21/03/2023;Ceará;CE;8184;Noite;Esporte;PLANO PREMIUM; R$ 37,90 
27/02/2023;Mato Grosso;MT;2998;Manhã;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
14/03/2023;Rio de Janeiro;RJ;4346;Tarde;Series e Documentarios;PLANO PADRAO; R$ 27,90 
26/02/2023;Paraná;PR;4661;Noite;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
10/01/2023;Piauí;PI;8138;Noite;Asiaticos;PLANO PADRAO; R$ 27,90 
08/01/2023;Pará;PA;9116;Tarde;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
26/01/2023;Bahia;BA;7604;Madrugada;Braliseiros;PLANO BASICO; R$ 19,90 
02/02/2023;Rio de Janeiro;RJ;409;Noite;Anime;PLANO PADRAO; R$ 27,90 
13/01/2023;Roraima;RR;5961;Noite;Comédia;PLANO PADRAO; R$ 27,90 
05/03/2023;Rio de Janeiro;RJ;3871;Manhã;Drama;PLANO BASICO; R$ 19,90 
14/03/2023;Mato Grosso;MT;7664;Tarde;Para Crianças;PLANO BASICO; R$ 19,90 
03/01/2023;Alagoas;AL;7723;Manhã;Comédia;PLANO BASICO; R$ 19,90 
08/02/2023;Amazonas;AM;8007;Noite;Braliseiros;PLANO PADRAO; R$ 27,90 
03/02/2023;Mato Grosso do Sul;MS;2179;Madrugada;Drama;PLANO PREMIUM; R$ 37,90 
14/03/2023;Bahia;BA;7066;Noite;Para Crianças;PLANO PADRAO; R$ 27,90 
23/01/2023;Amapá;AP;3846;Manhã;EUA;PLANO PADRAO; R$ 27,90 
16/01/2023;Amapá;AP;2393;Tarde;Anime;PLANO PREMIUM; R$ 37,90 
18/03/2023;Bahia;BA;2150;Manhã;Para Crianças;PLANO BASICO; R$ 19,90 
20/03/2023;Acre;AC;5904;Manhã;Ação;PLANO BASICO; R$ 19,90 
12/01/2023;Sergipe;SE;9193;Noite;Reality e Talks;PLANO PREMIUM; R$ 37,90 
23/02/2023;Rio de Janeiro;RJ;7527;Tarde;Teen;PLANO BASICO; R$ 19,90 
12/02/2023;Mato Grosso do Sul;MS;1755;Manhã;Ação;PLANO PADRAO; R$ 27,90 
12/03/2023;Goiás;GO;4279;Tarde;Teen;PLANO PADRAO; R$ 27,90 
26/03/2023;Amazonas;AM;3796;Tarde;EUA;PLANO BASICO; R$ 19,90 
05/03/2023;Tocantins;TO;8311;Noite;Drama;PLANO PREMIUM; R$ 37,90 
07/03/2023;Piauí;PI;5278;Tarde;Ficção Cientifica e fantasia;PLANO PADRAO; R$ 27,90 
31/03/2023;Maranhão;MA;2889;Tarde;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
13/01/2023;Espírito Santo;ES;1105;Manhã;Romance;PLANO PREMIUM; R$ 37,90 
28/01/2023;Paraíba;PB;8887;Madrugada;Anime;PLANO PREMIUM; R$ 37,90 
02/02/2023;Minas Gerais;MG;480;Manhã;Asiaticos;PLANO BASICO; R$ 19,90 
03/03/2023;Acre;AC;5406;Tarde;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
08/01/2023;Roraima;RR;5984;Madrugada;Ciência e Natureza;PLANO BASICO; R$ 19,90 
15/03/2023;Espírito Santo;ES;5082;Madrugada;Terror;PLANO PREMIUM; R$ 37,90 
12/02/2023;Pará;PA;7834;Noite;Reality e Talks;PLANO PREMIUM; R$ 37,90 
03/02/2023;Rondônia;RO;564;Tarde;Misterio;PLANO PADRAO; R$ 27,90 
03/01/2023;Santa Catarina;SC;6262;Tarde;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
24/02/2023;Acre;AC;3647;Madrugada;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
18/01/2023;Rio Grande do Norte;RN;6505;Tarde;Teen;PLANO PREMIUM; R$ 37,90 
11/03/2023;Amazonas;AM;5152;Noite;Terror;PLANO PADRAO; R$ 27,90 
31/01/2023;Minas Gerais;MG;1060;Madrugada;Novelas;PLANO BASICO; R$ 19,90 
07/02/2023;Rio de Janeiro;RJ;9756;Noite;Comédia;PLANO PREMIUM; R$ 37,90 
04/03/2023;Roraima;RR;1184;Madrugada;Comédia;PLANO PADRAO; R$ 27,90 
29/01/2023;Sergipe;SE;6530;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
16/02/2023;Rio Grande do Norte;RN;7929;Madrugada;Novelas;PLANO PADRAO; R$ 27,90 
05/02/2023;Mato Grosso;MT;8951;Madrugada;Teen;PLANO BASICO; R$ 19,90 
22/03/2023;Goiás;GO;5068;Manhã;Para Crianças;PLANO BASICO; R$ 19,90 
01/02/2023;Bahia;BA;3635;Noite;Esporte;PLANO PREMIUM; R$ 37,90 
27/03/2023;Distrito Federal;DF;9495;Noite;Terror;PLANO PADRAO; R$ 27,90 
01/03/2023;Amazonas;AM;9212;Madrugada;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
23/01/2023;Rio Grande do Sul;RS;1190;Manhã;Misterio;PLANO BASICO; R$ 19,90 
17/02/2023;Alagoas;AL;5749;Manhã;Misterio;PLANO PREMIUM; R$ 37,90 
12/03/2023;Ceará;CE;6926;Noite;Terror;PLANO BASICO; R$ 19,90 
19/03/2023;Amazonas;AM;9702;Madrugada;Esporte;PLANO PADRAO; R$ 27,90 
26/01/2023;Distrito Federal;DF;5604;Noite;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
11/02/2023;Acre;AC;534;Tarde;Terror;PLANO BASICO; R$ 19,90 
28/01/2023;Paraíba;PB;3316;Manhã;Romance;PLANO BASICO; R$ 19,90 
01/02/2023;Amapá;AP;9173;Noite;Politica;PLANO PREMIUM; R$ 37,90 
17/02/2023;Minas Gerais;MG;5933;Tarde;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
01/02/2023;Piauí;PI;8277;Noite;Ficção Cientifica e fantasia;PLANO BASICO; R$ 19,90 
27/01/2023;Rio Grande do Norte;RN;5505;Manhã;Teen;PLANO BASICO; R$ 19,90 
17/01/2023;Rio de Janeiro;RJ;6490;Noite;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
27/03/2023;Santa Catarina;SC;9320;Madrugada;Terror;PLANO PREMIUM; R$ 37,90 
09/01/2023;Roraima;RR;5245;Tarde;Romance;PLANO BASICO; R$ 19,90 
07/02/2023;Minas Gerais;MG;6758;Manhã;Anime;PLANO BASICO; R$ 19,90 
27/01/2023;Rio Grande do Sul;RS;1676;Tarde;Teen;PLANO PREMIUM; R$ 37,90 
05/02/2023;Amazonas;AM;7918;Tarde;Comédia;PLANO BASICO; R$ 19,90 
04/03/2023;Santa Catarina;SC;4583;Noite;Drama;PLANO PREMIUM; R$ 37,90 
31/03/2023;Maranhão;MA;9599;Noite;Novelas;PLANO PADRAO; R$ 27,90 
24/01/2023;Amapá;AP;7306;Noite;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
05/01/2023;Rondônia;RO;4734;Tarde;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
25/01/2023;Pará;PA;9401;Madrugada;Braliseiros;PLANO PREMIUM; R$ 37,90 
25/01/2023;Distrito Federal;DF;7854;Noite;Ciência e Natureza;PLANO BASICO; R$ 19,90 
05/03/2023;Rondônia;RO;981;Madrugada;Reality e Talks;PLANO PADRAO; R$ 27,90 
19/02/2023;Alagoas;AL;7280;Madrugada;Teen;PLANO PREMIUM; R$ 37,90 
29/01/2023;Maranhão;MA;5950;Tarde;Politica;PLANO BASICO; R$ 19,90 
13/02/2023;Rondônia;RO;8219;Madrugada;Ação;PLANO PREMIUM; R$ 37,90 
28/01/2023;Maranhão;MA;4503;Madrugada;Braliseiros;PLANO PREMIUM; R$ 37,90 
16/01/2023;Roraima;RR;2339;Madrugada;Reality e Talks;PLANO BASICO; R$ 19,90 
13/03/2023;Pará;PA;8000;Tarde;Ação;PLANO BASICO; R$ 19,90 
18/01/2023;Ceará;CE;4293;Noite;Ciência e Natureza;PLANO BASICO; R$ 19,90 
21/02/2023;Goiás;GO;7020;Manhã;Misterio;PLANO BASICO; R$ 19,90 
08/01/2023;Santa Catarina;SC;3719;Manhã;Para Crianças;PLANO BASICO; R$ 19,90 
23/02/2023;Rio Grande do Sul;RS;2508;Madrugada;Misterio;PLANO PREMIUM; R$ 37,90 
09/03/2023;Piauí;PI;764;Manhã;Ação;PLANO PADRAO; R$ 27,90 
18/03/2023;Acre;AC;909;Tarde;Romance;PLANO PADRAO; R$ 27,90 
15/02/2023;Piauí;PI;9682;Madrugada;Esporte;PLANO PADRAO; R$ 27,90 
18/02/2023;Piauí;PI;4147;Manhã;Asiaticos;PLANO PREMIUM; R$ 37,90 
11/01/2023;São Paulo;SP;6908;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
01/03/2023;Pernambuco;PE;4732;Manhã;Series e Documentarios;PLANO PADRAO; R$ 27,90 
21/03/2023;Amazonas;AM;9510;Madrugada;Series e Documentarios;PLANO PADRAO; R$ 27,90 
28/01/2023;Rio Grande do Norte;RN;9131;Noite;Terror;PLANO PREMIUM; R$ 37,90 
06/01/2023;Espírito Santo;ES;9116;Madrugada;Terror;PLANO PADRAO; R$ 27,90 
